Name,Rating,Reviews,Category,Address,city,country,Website,Phone,Url
Casa Grande Schwerin,4.3,607,Italian restaurant,"Werderstraße 74c, 19055 Schwerin, Germany",Schwerin,Germany,https://wedabillich.wixsite.com/casagrandeschwerin/speisekarte,+49 385 555400,https://www.google.com/maps/place/Casa+Grande+Schwerin/data=!4m7!3m6!1s0x47adda1cbbb51ed1:0x75c972ab29a34267!8m2!3d53.6303379!4d11.4218744!16s%2Fg%2F1th7xd01!19sChIJ0R61uxzarUcRZ0KjKatyyXU?authuser=0&hl=en&rclk=1
Istanbul,4.6,261,Restaurant,"Grabenstraße 1, 19061 Schwerin, Germany",Schwerin,Germany,https://www.siebenseencenter.de/einkaufswelt/geschaefte/4806/istanbul/,+49 385 20098190,https://www.google.com/maps/place/Istanbul/data=!4m7!3m6!1s0x47add9b8f2e5cf15:0x2788f7f30272e11a!8m2!3d53.599659!4d11.3918934!16s%2Fg%2F11hcdrrg6y!19sChIJFc_l8rjZrUcRGuFyAvP3iCc?authuser=0&hl=en&rclk=1
KDN,4.8,83,Restaurant,"Werderstraße 63, 19055 Schwerin, Germany",Schwerin,Germany,NA,+49 162 6751394,https://www.google.com/maps/place/KDN/data=!4m7!3m6!1s0x47adda1b3f9a8077:0xc947d2d9f6ae0ee1!8m2!3d53.6332953!4d11.4219265!16s%2Fg%2F11g8lqy5t8!19sChIJd4CaPxvarUcR4Q6u9tnSR8k?authuser=0&hl=en&rclk=1
Steakhouse Schwerin,4.5,737,Steak house,"Puschkinstraße 37, 19055 Schwerin, Germany",Schwerin,Germany,http://www.steakhouse-schwerin.de/,+49 385 7788400,https://www.google.com/maps/place/Steakhouse+Schwerin/data=!4m7!3m6!1s0x47adda1c36b71e8d:0xaed8941bf9151936!8m2!3d53.6302811!4d11.4162154!16s%2Fg%2F1v6qgnxb!19sChIJjR63NhzarUcRNhkV-RuU2K4?authuser=0&hl=en&rclk=1
Restaurant Der Grieche - Schwerin Muess,4.5,"1,070",Greek restaurant,"Alte Crivitzer Landstraße 15, 19063 Schwerin, Germany",Schwerin,Germany,https://www.grieche-schwerin.de/,+49 385 2000333,https://www.google.com/maps/place/Restaurant+%22Der+Grieche%22+-+Schwerin+Muess/data=!4m7!3m6!1s0x47add72195144ae9:0xa280ec5dec16b980!8m2!3d53.6001984!4d11.4813238!16s%2Fg%2F1tdlt9s_!19sChIJ6UoUlSHXrUcRgLkW7F3sgKI?authuser=0&hl=en&rclk=1
Nipponkai,3.9,272,Asian restaurant,"Marienpl. 6-13, 19053 Schwerin, Germany",Schwerin,Germany,NA,+49 385 55581844,https://www.google.com/maps/place/Nipponkai/data=!4m7!3m6!1s0x47adda1e450422d3:0xfd7a71c95a970292!8m2!3d53.6293237!4d11.4115318!16s%2Fg%2F12lkvkp32!19sChIJ0yIERR7arUcRkgKXWslxev0?authuser=0&hl=en&rclk=1
Restaurant & Partyservice *Am Löwenplatz*,4.6,264,Restaurant,"Robert-Beltz-Straße 2C, 19059 Schwerin, Germany",Schwerin,Germany,https://restaurant-loewenplatz.de/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1712452366264386167,+49 385 74529967,https://www.google.com/maps/place/Restaurant+%26+Partyservice+*Am+L%C3%B6wenplatz*/data=!4m7!3m6!1s0x47adda255a01db05:0xa4b973f859a7916c!8m2!3d53.6390748!4d11.3953605!16s%2Fg%2F1v_nbkd0!19sChIJBdsBWiXarUcRbJGnWfhzuaQ?authuser=0&hl=en&rclk=1
Vegan Bar Schwerin,4.1,172,Vegan restaurant,"Mecklenburgstraße 32a, 19053 Schwerin, Germany",Schwerin,Germany,https://www.veganbar-schwerin.de/,+49 385 59367486,https://www.google.com/maps/place/Vegan+Bar+Schwerin/data=!4m7!3m6!1s0x47addb534e4eee99:0x34502c6b776b531f!8m2!3d53.6280633!4d11.4126435!16s%2Fg%2F11rhcdwrt2!19sChIJme5OTlPbrUcRH1Nrd2ssUDQ?authuser=0&hl=en&rclk=1
Señor Zorro - Tapas Kneipe,4.7,425,Tapas bar,"Domhof 6, 19055 Schwerin, Germany",Schwerin,Germany,https://www.senor-zorro.de/,+49 385 39456200,https://www.google.com/maps/place/Se%C3%B1or+Zorro+-+Tapas+Kneipe/data=!4m7!3m6!1s0x47addb5d8ce8bf6d:0xb65cd5e9034c076!8m2!3d53.6294814!4d11.4163289!16s%2Fg%2F11h8b4vd5d!19sChIJbb_ojF3brUcRdsA0kF7NZQs?authuser=0&hl=en&rclk=1
Restaurant Fontane,4.6,91,Restaurant,"Dorfstraße 6, 19061 Schwerin, Germany",Schwerin,Germany,https://hotel-arte.de/restaurant/,+49 385 63450,https://www.google.com/maps/place/Restaurant+Fontane/data=!4m7!3m6!1s0x47add9c57533af3b:0xed227b63d1bebe93!8m2!3d53.5966197!4d11.4047298!16s%2Fg%2F1tmg5lbf!19sChIJO68zdcXZrUcRk76-0WN7Iu0?authuser=0&hl=en&rclk=1
Oishi Sushi,4.1,641,Sushi restaurant,"Wismarsche Str. 108, 19053 Schwerin, Germany",Schwerin,Germany,http://www.sushi-schwerin.de/,+49 385 5814866,https://www.google.com/maps/place/Oishi+Sushi/data=!4m7!3m6!1s0x47addb5f861ae917:0xd176fad8e932f5fb!8m2!3d53.629364!4d11.4101514!16s%2Fg%2F11hdl559dj!19sChIJF-kahl_brUcR-_Uy6dj6dtE?authuser=0&hl=en&rclk=1
Tokyo Sushi,4.1,560,Japanese restaurant,"Grabenstraße 1, 19061 Schwerin, Germany",Schwerin,Germany,NA,+49 385 77335368,https://www.google.com/maps/place/Tokyo+Sushi/data=!4m7!3m6!1s0x4163bb19ad8e3791:0x935a5083b3e0d227!8m2!3d53.5995948!4d11.3925114!16s%2Fg%2F1ptw834dv!19sChIJkTeOrRm7Y0ERJ9Lgs4NQWpM?authuser=0&hl=en&rclk=1
Green Rice,4.2,159,Vietnamese restaurant,"Marienpl. 5, 19053 Schwerin, Germany",Schwerin,Germany,https://www.schlosspark-center.de/gastronomie/green-rice/,+49 385 34327322,https://www.google.com/maps/place/Green+Rice/data=!4m7!3m6!1s0x47adda1fce350e83:0x7a86798434facd9!8m2!3d53.62803!4d11.409!16s%2Fg%2F11dxd9chj0!19sChIJgw41zh_arUcR2axPQ5hnqAc?authuser=0&hl=en&rclk=1
Ristorante Pizzeria Al Lago Schwerin,4.5,83,Italian restaurant,"Bornhövedstraße 95, 19055 Schwerin, Germany",Schwerin,Germany,http://allago.net/,+49 1590 1803907,https://www.google.com/maps/place/Ristorante+Pizzeria+Al+Lago+Schwerin/data=!4m7!3m6!1s0x47addbffb2abce33:0xc67c6383ecd595c8!8m2!3d53.6374438!4d11.4329908!16s%2Fg%2F11txnyd699!19sChIJM86rsv_brUcRyJXV7INjfMY?authuser=0&hl=en&rclk=1
Restaurant See Idyll,4.3,449,Restaurant,"Rogahner Str. 16, 19061 Schwerin, Germany",Schwerin,Germany,http://www.see-idyll.de/,+49 385 6768250,https://www.google.com/maps/place/Restaurant+See+Idyll/data=!4m7!3m6!1s0x47add98c2d70d3f9:0xb8e274b9486b3e72!8m2!3d53.6150282!4d11.3884631!16s%2Fg%2F1ts1r8c1!19sChIJ-dNwLYzZrUcRcj5rSLl04rg?authuser=0&hl=en&rclk=1
Seglerheim Schwerin,4.3,693,Restaurant,"Werderstraße 120, 19055 Schwerin, Germany",Schwerin,Germany,http://www.seglerheim-schwerin.de/,+49 385 20059359,https://www.google.com/maps/place/Seglerheim+Schwerin/data=!4m7!3m6!1s0x47adda025e715b8f:0xd4be504ed8bf63d7!8m2!3d53.627856!4d11.4255643!16s%2Fg%2F1tfg6qcc!19sChIJj1txXgLarUcR12O_2E5QvtQ?authuser=0&hl=en&rclk=1
Lindengarten,4.3,853,Steak house,"Lübecker Str. 270, 19059 Schwerin, Germany",Schwerin,Germany,http://www.lindengarten-schwerin.de/,+49 385 20060060,https://www.google.com/maps/place/Lindengarten/data=!4m7!3m6!1s0x47addbccccef7db5:0xd21ece2b0e37ef7a!8m2!3d53.645097!4d11.3819508!16s%2Fg%2F1tpljs83!19sChIJtX3vzMzbrUcReu83DivOHtI?authuser=0&hl=en&rclk=1
Chicken Go,4.0,339,Chicken restaurant,"Arsenalstraße 5, 19053 Schwerin, Germany",Schwerin,Germany,https://www.chickengo.de/,+49 385 39449184,https://www.google.com/maps/place/Chicken+Go/data=!4m7!3m6!1s0x47addb29ad03d239:0x38f02e64d330e1e6!8m2!3d53.6304541!4d11.4096642!16s%2Fg%2F11h5m61x0r!19sChIJOdIDrSnbrUcR5uEw02Qu8Dg?authuser=0&hl=en&rclk=1
Bistro Legendär,4.7,6,Restaurant,"Fritz-Reuter-Straße 49, 19053 Schwerin, Germany",Schwerin,Germany,NA,NA,https://www.google.com/maps/place/Bistro+Legend%C3%A4r/data=!4m7!3m6!1s0x47add95b11e05e73:0x11120440bc975195!8m2!3d53.6253244!4d11.4032366!16s%2Fg%2F11k_dz5s5y!19sChIJc17gEVvZrUcRlVGXvEAEEhE?authuser=0&hl=en&rclk=1
Restaurant Hermes,4.5,"1,278",Greek restaurant,"Lärchenallee 3, 19057 Schwerin, Germany",Schwerin,Germany,http://www.hermes-schwerin.de/,+49 385 4867090,https://www.google.com/maps/place/Restaurant+Hermes/data=!4m7!3m6!1s0x47addbf43b942ef7:0xafec815fb97329e1!8m2!3d53.6526211!4d11.3287071!16s%2Fg%2F1tdc8vk8!19sChIJ9y6UO_TbrUcR4SlzuV-B7K8?authuser=0&hl=en&rclk=1
Restaurant / Cafe/ Bar Pier-7,4.0,964,Western restaurant,"Werderstraße 140, 19055 Schwerin, Germany",Schwerin,Germany,http://www.pier-7.de/,+49 385 39445494,https://www.google.com/maps/place/Restaurant+%2F+Cafe%2F+Bar+Pier-7/data=!4m7!3m6!1s0x47adda1b5c80d249:0x240261a6c9cb69b5!8m2!3d53.6261302!4d11.4194399!16s%2Fg%2F11f53ds6jv!19sChIJSdKAXBvarUcRtWnLyaZhAiQ?authuser=0&hl=en&rclk=1
Steak's & More,3.9,297,Steak house,"Mecklenburgstraße 8, 19053 Schwerin, Germany",Schwerin,Germany,http://www.steaks-n-more.de/,+49 385 5007880,https://www.google.com/maps/place/Steak%27s+%26+More/data=!4m7!3m6!1s0x47adda1e68675623:0xbce200f4f78d4a26!8m2!3d53.6294206!4d11.4128133!16s%2Fg%2F1tmpv05v!19sChIJI1ZnaB7arUcRJkqN9_QA4rw?authuser=0&hl=en&rclk=1
Citi Thai,4.0,126,Asian restaurant,"Marienpl. 11, 19053 Schwerin, Germany",Schwerin,Germany,https://qiuji.pw/citi-thai-tukof0w,+49 385 59360956,https://www.google.com/maps/place/Citi+Thai/data=!4m7!3m6!1s0x47adda1e43ff936d:0x4c7f8e42b5ad5c17!8m2!3d53.6290972!4d11.4117066!16s%2Fg%2F12ll728h1!19sChIJbZP_Qx7arUcRF1yttUKOf0w?authuser=0&hl=en&rclk=1
Restaurant Schreiber's,4.5,32,Fusion restaurant,"Buschstraße 5, 19053 Schwerin, Germany",Schwerin,Germany,http://www.schreibers-schwerin.de/,+49 385 20096306,https://www.google.com/maps/place/Restaurant+Schreiber%27s/data=!4m7!3m6!1s0x47addb66f410f1ed:0x6c818f3c8c000871!8m2!3d53.6285865!4d11.41323!16s%2Fg%2F11y3x2xky6!19sChIJ7fEQ9GbbrUcRcQgAjDyPgWw?authuser=0&hl=en&rclk=1
Gourmetrestaurant „1751“,4.9,21,Fine dining restaurant,"Schusterstraße 15, 19055 Schwerin, Germany",Schwerin,Germany,https://www.weinhaus-uhle.de/restaurant,+49 385 48939450,https://www.google.com/maps/place/Gourmetrestaurant+%E2%80%9E1751%E2%80%9C/data=!4m7!3m6!1s0x47addb1d5315e019:0xa6a0297550776c7a!8m2!3d53.62789!4d11.41374!16s%2Fg%2F11h4ycwcp2!19sChIJGeAVUx3brUcRemx3UHUpoKY?authuser=0&hl=en&rclk=1
Gaststätte und Pension «Klabautermann»,4.6,503,German restaurant,"Speicherstraße 24, 19055 Schwerin, Germany",Schwerin,Germany,http://www.gaststaette-klabautermann.de/,+49 385 5574910,https://www.google.com/maps/place/Gastst%C3%A4tte+und+Pension+%C2%ABKlabautermann%C2%BB/data=!4m7!3m6!1s0x47adda13816840ef:0xf4eebc205d6fa985!8m2!3d53.6454159!4d11.4215443!16s%2Fg%2F1w6_mw8r!19sChIJ70BogRParUcRhalvXSC87vQ?authuser=0&hl=en&rclk=1
Restaurant Speicher,4.4,70,Restaurant,"Speicherstraße 7, 19055 Schwerin, Germany",Schwerin,Germany,http://www.speicher-restaurant.de/,+49 385 50030,https://www.google.com/maps/place/Restaurant+Speicher/data=!4m7!3m6!1s0x47adda115cc1c315:0xa9ed1483b73614ac!8m2!3d53.6413142!4d11.4198573!16s%2Fg%2F1vv2r8rh!19sChIJFcPBXBHarUcRrBQ2t4MU7ak?authuser=0&hl=en&rclk=1
Bistro-Olive,4.2,173,Bistro,"Wismarsche Str. 321, 19055 Schwerin, Germany",Schwerin,Germany,https://bestellen-bistro-olive.de/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,+49 160 2090365,https://www.google.com/maps/place/Bistro-Olive/data=!4m7!3m6!1s0x47addb7244093e7f:0xef23689082715fdf!8m2!3d53.6470182!4d11.4077304!16s%2Fg%2F11h94y90s7!19sChIJfz4JRHLbrUcR319xgpBoI-8?authuser=0&hl=en&rclk=1
China-Restaurant Jin-Shi,4.0,296,Chinese restaurant,"Am Margaretenhof 22, 19057 Schwerin, Germany",Schwerin,Germany,http://jinshi.de/,+49 385 4866072,https://www.google.com/maps/place/China-Restaurant+Jin-Shi/data=!4m7!3m6!1s0x47addbbc2b596149:0xb4f95131a6991118!8m2!3d53.6594446!4d11.3621122!16s%2Fg%2F1tg_w3v9!19sChIJSWFZK7zbrUcRGBGZpjFR-bQ?authuser=0&hl=en&rclk=1
Gourmetfabrik Schwerin,4.5,444,Restaurant,"Werderstraße 74B, 19055 Schwerin, Germany",Schwerin,Germany,https://www.gourmetfabrik.de/,+49 385 76098570,https://www.google.com/maps/place/Gourmetfabrik+Schwerin/data=!4m7!3m6!1s0x47adda1cb6c87b33:0x7dbce5d5bd5971b1!8m2!3d53.6307231!4d11.4219289!16s%2Fg%2F1hd_hs261!19sChIJM3vIthzarUcRsXFZvdXlvH0?authuser=0&hl=en&rclk=1
pizza hit,4.9,14,Restaurant,"Grunthalpl. 13, 19053 Schwerin, Germany",Schwerin,Germany,NA,+49 385 39434246,https://www.google.com/maps/place/pizza+hit/data=!4m7!3m6!1s0x47addb425dd68b43:0xed064214a21c29c1!8m2!3d53.6341328!4d11.4094258!16s%2Fg%2F11mh_pjj_1!19sChIJQ4vWXULbrUcRwSkcohRCBu0?authuser=0&hl=en&rclk=1
Restaurant Ars Vivendi,4.3,221,Restaurant,"2, Lennéstraße, 19061 Schwerin, Germany",Schwerin,Germany,http://www.ars-vivendi-schwerin.de/,+49 385 7588458,https://www.google.com/maps/place/Restaurant+Ars+Vivendi/data=!4m7!3m6!1s0x47add9e5215a47c7:0xb22daaf4eba9bc69!8m2!3d53.6201419!4d11.4166101!16s%2Fg%2F1tfw21z5!19sChIJx0daIeXZrUcRabyp6_SqLbI?authuser=0&hl=en&rclk=1
"Restaurant & Café Herzogliche Dampfwäscherei Schwerin, Inh. Chr. Messerschmidt",4.1,857,European restaurant,"Großer Moor 56, 19055 Schwerin, Germany",Schwerin,Germany,http://www.herzogliche-dampfwaescherei.de/,+49 385 562956,"https://www.google.com/maps/place/Restaurant+%26+Caf%C3%A9+Herzogliche+Dampfw%C3%A4scherei+Schwerin,+Inh.+Chr.+Messerschmidt/data=!4m7!3m6!1s0x47adda1d47e55717:0xbf59f0832ca6e2b8!8m2!3d53.6280761!4d11.4204617!16s%2Fg%2F12cp07wb_!19sChIJF1flRx3arUcRuOKmLIPwWb8?authuser=0&hl=en&rclk=1"
Café Coco,4.7,49,Turkish restaurant,"Rosa-Luxemburg-Straße 1, 19053 Schwerin, Germany",Schwerin,Germany,https://www.facebook.com/cafecocoschwerin,+49 176 20767004,https://www.google.com/maps/place/Caf%C3%A9+Coco/data=!4m7!3m6!1s0x47adda23c6879d83:0x3c155bf81d69d484!8m2!3d53.6347178!4d11.4036833!16s%2Fg%2F11bzrqhr19!19sChIJg52HxiParUcRhNRpHfhbFTw?authuser=0&hl=en&rclk=1
China Japan Restaurant Nr. 1 - Huide Hua Internationale Handels und Betriebs GmbH,4.2,499,Asian restaurant,"Möwenburgstraße 27, 19055 Schwerin, Germany",Schwerin,Germany,http://www.china-japannr1.de/,+49 385 568282,https://www.google.com/maps/place/China+Japan+Restaurant+Nr.+1+-+Huide+Hua+Internationale+Handels+und+Betriebs+GmbH/data=!4m7!3m6!1s0x47adda148e409c95:0xfd80c5902a4787d5!8m2!3d53.6459656!4d11.4191855!16s%2Fg%2F1tgpm1r6!19sChIJlZxAjhTarUcR1YdHKpDFgP0?authuser=0&hl=en&rclk=1
HANS & JOHN - Currywurst und Burger Deli,4.1,704,Restaurant,"Marienpl. 1, 19053 Schwerin, Germany",Schwerin,Germany,http://www.hansundjohn.de/,+49 385 59383390,https://www.google.com/maps/place/HANS+%26+JOHN+-+Currywurst+und+Burger+Deli/data=!4m7!3m6!1s0x47adda1fb5455037:0xf0924151a81de764!8m2!3d53.6289521!4d11.4104409!16s%2Fg%2F11b862_04_!19sChIJN1BFtR_arUcRZOcdqFFBkvA?authuser=0&hl=en&rclk=1
dean & david,4.5,175,Restaurant,"Schlosspark-Center, Marienpl. 5, 19053 Schwerin, Germany",Schwerin,Germany,https://deananddavid.com/schlosspark-schwerin/,+49 385 20097411,https://www.google.com/maps/place/dean+%26+david/data=!4m7!3m6!1s0x47adda1fd033c1b1:0x785be976ebf53b9c!8m2!3d53.6280513!4d11.4085874!16s%2Fg%2F11fm_2gxq9!19sChIJscEz0B_arUcRnDv163bpW3g?authuser=0&hl=en&rclk=1
Kaninchenwerder,4.1,18,Restaurant,"Kaninchenwerder, 19063 Schwerin, Germany",Schwerin,Germany,https://www.schwerin-kaninchenwerder.de/,+49 171 7038159,https://www.google.com/maps/place/Kaninchenwerder/data=!4m7!3m6!1s0x47add74bd8941b4b:0x2769d2e9101cef1e!8m2!3d53.6197555!4d11.4692645!16s%2Fg%2F11tcccht4r!19sChIJSxuU2EvXrUcRHu8cEOnSaSc?authuser=0&hl=en&rclk=1
Rösterei Fuchs,4.5,"1,302",Restaurant,"Am Markt 4, 19055 Schwerin, Germany",Schwerin,Germany,http://www.roesterei-fuchs.de/,+49 385 67693005,https://www.google.com/maps/place/R%C3%B6sterei+Fuchs/data=!4m7!3m6!1s0x47adda1dde379861:0xe8efa2069d4828f0!8m2!3d53.6286347!4d11.4143155!16s%2Fg%2F1thxzvjk!19sChIJYZg33h3arUcR8ChInQai7-g?authuser=0&hl=en&rclk=1
Happy House,4.0,"2,296",Asian restaurant,"Ellerried 51, 19061 Schwerin, Germany",Schwerin,Germany,http://www.happy-house-sn.com/,+49 385 67686912,https://www.google.com/maps/place/Happy+House/data=!4m7!3m6!1s0x47add9b84141db91:0x1e63d9b0928506c9!8m2!3d53.5982628!4d11.3911199!16s%2Fg%2F11clst9xl5!19sChIJkdtBQbjZrUcRyQaFkrDZYx4?authuser=0&hl=en&rclk=1
Hotel & Restaurant Rabennest am Schweriner See,4.4,198,NA,"Peckateler Str. 5, 19065 Raben Steinfeld, Germany",Steinfeld,Germany,http://www.restaurant-rabennest.de/,+49 3860 8011,https://www.google.com/maps/place/Hotel+%26+Restaurant+Rabennest+am+Schweriner+See/data=!4m10!3m9!1s0x47add6e6fd64f369:0x27c7448aed13361a!5m2!4m1!1i2!8m2!3d53.594416!4d11.4958175!16s%2Fg%2F11gzcq_j5!19sChIJafNk_ebWrUcRGjYT7YpExyc?authuser=0&hl=en&rclk=1
Between the buns,4.1,86,American restaurant,"Marienpl. 11, 19053 Schwerin, Germany",Schwerin,Germany,https://betweenthebuns.de/,+49 385 48835488,https://www.google.com/maps/place/Between+the+buns/data=!4m7!3m6!1s0x47addb51f18168b9:0xdce86a5abca2912a!8m2!3d53.6291703!4d11.4116132!16s%2Fg%2F11qgyjpsr_!19sChIJuWiB8VHbrUcRKpGivFpq6Nw?authuser=0&hl=en&rclk=1
Schwerin,NA,NA,NA,NA,Schwerin,NA,NA,NA,https://www.google.com/maps/place/Schwerin/data=!4m7!3m6!1s0x47add992b50ef799:0x4251ae8ad8482c0!8m2!3d53.6355022!4d11.4012499!16zL20vMHFrNDQ!19sChIJmfcOtZLZrUcRwIKEregaJQQ?authuser=0&hl=en&rclk=1
Gourmetgarten Schwerin,4.1,8,Restaurant,"19061 Schwerin, Germany",Schwerin,Germany,http://www.gourmetgarten.events/,NA,https://www.google.com/maps/place/Gourmetgarten+Schwerin/data=!4m7!3m6!1s0x47add9f737229eeb:0xbd6e72435d357592!8m2!3d53.6201124!4d11.4165401!16s%2Fg%2F11dy_jj_cn!19sChIJ654iN_fZrUcRknU1XUNybr0?authuser=0&hl=en&rclk=1
ADANA DÖNER KEBAB,4.9,"2,442",Restaurant,"Goethestraße 99, 19053 Schwerin, Germany",Schwerin,Germany,NA,+49 162 9841030,https://www.google.com/maps/place/ADANA+D%C3%96NER+KEBAB/data=!4m7!3m6!1s0x47addb66406be849:0xe5b2d2a3c67e00e0!8m2!3d53.6275735!4d11.4108478!16s%2Fg%2F11fks9ctg8!19sChIJSehrQGbbrUcR4AB-xqPSsuU?authuser=0&hl=en&rclk=1
Coffee and Kitchen A.Maria,4.7,222,NA,"Schmiedestraße 21, 19053 Schwerin, Germany",Schwerin,Germany,http://www.amariaschwerin.de/,+49 1522 1823710,https://www.google.com/maps/place/Coffee+and+Kitchen+A.Maria/data=!4m10!3m9!1s0x47addb16be9aae73:0x99e4e0a1cdebea85!5m2!4m1!1i2!8m2!3d53.6291667!4d11.4131176!16s%2Fg%2F11f662d1kc!19sChIJc66avhbbrUcRherrzaHg5Jk?authuser=0&hl=en&rclk=1
Family Grill,4.3,142,Fast food restaurant,"Wittenburger Str. 84, 19053 Schwerin, Germany",Schwerin,Germany,https://m.facebook.com/FamilyGrillSN/,+49 385 39441242,https://www.google.com/maps/place/Family+Grill/data=!4m7!3m6!1s0x47adda20a2784d1d:0x9e7ca242e4bf3f54!8m2!3d53.6289584!4d11.4005873!16s%2Fg%2F11cnbx23qr!19sChIJHU14oiDarUcRVD-_5EKifJ4?authuser=0&hl=en&rclk=1
Wirtshaus zur Eiche,4.0,587,NA,"Bosselmannstraße 11, 19063 Schwerin, Germany",Schwerin,Germany,https://www.eiche-schwerin.de/,+49 385 2015085,https://www.google.com/maps/place/Wirtshaus+zur+Eiche/data=!4m10!3m9!1s0x47add741d6f6cdf3:0x465ef6b19c14e7f2!5m2!4m1!1i2!8m2!3d53.6014679!4d11.4522254!16s%2Fg%2F1tngp9xm!19sChIJ88321kHXrUcR8ucUnLH2XkY?authuser=0&hl=en&rclk=1
Kabana Bar,4.0,835,Bar,"Friedrichstraße 1, 19053 Schwerin, Germany",Schwerin,Germany,http://www.kabana-bar.de/,+49 385 5936899,https://www.google.com/maps/place/Kabana+Bar/data=!4m7!3m6!1s0x47adda206ee54ecb:0xe07c166dc0f06b70!8m2!3d53.6305488!4d11.4138028!16s%2Fg%2F1tgyvrd9!19sChIJy07lbiDarUcRcGvwwG0WfOA?authuser=0&hl=en&rclk=1
Royal Döner,4.3,101,Turkish restaurant,"Goethestraße 73, 19053 Schwerin, Germany",Schwerin,Germany,NA,NA,https://www.google.com/maps/place/Royal+D%C3%B6ner/data=!4m7!3m6!1s0x47add9dd732ad9dd:0xdae0c728e6eadc68!8m2!3d53.6260827!4d11.4099555!16s%2Fg%2F11fcqb2ccm!19sChIJ3dkqc93ZrUcRaNzq5ijH4No?authuser=0&hl=en&rclk=1
Das FRITZ Hotel & Restaurant,4.4,373,NA,"Dorfstraße 3B, 19061 Schwerin, Germany",Schwerin,Germany,https://www.fritz-hotel.de/,+49 385 646370,https://www.google.com/maps/place/Das+FRITZ+Hotel+%26+Restaurant/data=!4m10!3m9!1s0x47add9c57e5a3f2f:0xbe7448a9475f175a!5m2!4m1!1i2!8m2!3d53.5953106!4d11.4040955!16s%2Fg%2F1tdb39pg!19sChIJLz9afsXZrUcRWhdfR6lIdL4?authuser=0&hl=en&rclk=1
Bistro Sahara,3.9,252,Takeout Restaurant,"Lübecker Str. 198, 19059 Schwerin, Germany",Schwerin,Germany,https://www.bistrosaharaschwerin.de/restauracja/bistro-sahara,+49 385 7610569,https://www.google.com/maps/place/Bistro+Sahara/data=!4m7!3m6!1s0x47adda2f8db3a071:0x7ff184db8a27a881!8m2!3d53.6386575!4d11.3942063!16s%2Fg%2F1th560kx!19sChIJcaCzjS_arUcRgagnituE8X8?authuser=0&hl=en&rclk=1
Weinhaus Wöhler,4.3,509,NA,"Puschkinstraße 26, 19055 Schwerin, Germany",Schwerin,Germany,http://www.weinhaus-woehler.de/,+49 385 555830,https://www.google.com/maps/place/Weinhaus+W%C3%B6hler/data=!4m7!3m6!1s0x47adda1c363b21f7:0x87b5eaf1dd2d69a9!8m2!3d53.6302761!4d11.4164501!16s%2Fg%2F1tg5b46c!19sChIJ9yE7NhzarUcRqWkt3fHqtYc?authuser=0&hl=en&rclk=1
Pekingente Schwerin - Yanlai Zhao,4.3,830,Chinese restaurant,"Wismarsche Str. 153, 19055 Schwerin, Germany",Schwerin,Germany,http://www.pekingente-schwerin.de/,+49 385 5507427,https://www.google.com/maps/place/Pekingente+Schwerin+-+Yanlai+Zhao/data=!4m7!3m6!1s0x47adda1fac5065db:0x10e114afadfdff9e!8m2!3d53.6331526!4d11.4094815!16s%2Fg%2F1tj1lk7q!19sChIJ22VQrB_arUcRnv_9ra8U4RA?authuser=0&hl=en&rclk=1
"Gaststätte Blick auf Schwerin , Partyservice , Feiern aller Art ,Gulaschkanone auf Anfrage",4.4,132,Restaurant,"Siedlung 5, 19065 Leezen, Germany",Leezen,Germany,NA,+49 3860 8035,"https://www.google.com/maps/place/Gastst%C3%A4tte+Blick+auf+Schwerin+,+Partyservice+,+Feiern+aller+Art+,Gulaschkanone+auf+Anfrage/data=!4m7!3m6!1s0x47add123963642dd:0x35015a40072651b4!8m2!3d53.6405257!4d11.511387!16s%2Fg%2F1tnjhmdk!19sChIJ3UI2liPRrUcRtFEmB0BaATU?authuser=0&hl=en&rclk=1"
"PLAZA Schwerin, Sure Hotel Collection by Best Western",3.5,900,NA,"Bleicherufer 23, 19053 Schwerin, Germany",Schwerin,Germany,https://plazahotels.de/hotel-schwerin/,+49 385 57550,"https://www.google.com/maps/place/PLAZA+Schwerin,+Sure+Hotel+Collection+by+Best+Western/data=!4m7!3m6!1s0x47add9888d62b63b:0x30499384d029e4ae!8m2!3d53.6208915!4d11.3997316!16s%2Fg%2F11gy3bpqd6!19sChIJO7ZijYjZrUcRruQp0ISTSTA?authuser=0&hl=en&rclk=1"
Kantine Deutsche Post,4.6,10,Restaurant,"Heinrich-Hertz-Ring 2, 19061 Schwerin, Germany",Schwerin,Germany,NA,NA,https://www.google.com/maps/place/Kantine+Deutsche+Post/data=!4m7!3m6!1s0x47add90250bce073:0x3d113ca07cc5e2ec!8m2!3d53.5677896!4d11.3757677!16s%2Fg%2F11gr6kwwlc!19sChIJc-C8UALZrUcR7OLFfKA8ET0?authuser=0&hl=en&rclk=1
